Date,Open,High,Low,Close,Volume,OpenInt
2005-04-18,10.804,11.521,10.76,11.34,1735859,0
2005-04-19,11.322,11.608,11.271,11.608,1038304,0
2005-04-20,11.53,11.608,11.246,11.445,735064,0
2005-04-21,11.47,11.645,11.192,11.393,1033342,0
2005-04-22,11.246,11.34,10.551,10.898,1247352,0
2005-04-25,11.003,11.297,10.969,11.263,1628045,0
2005-04-26,11.228,11.367,11.012,11.209,878203,0
2005-04-27,11.14,11.228,10.916,11.14,891014,0
2005-04-28,11.012,11.089,10.804,10.814,409895,0
2005-04-29,10.854,10.994,10.751,10.847,912602,0
2005-05-02,10.847,11.037,10.776,10.821,574159,0
2005-05-03,10.734,11.012,10.526,10.925,964317,0
2005-05-04,10.888,11.246,10.88,11.228,854768,0
2005-05-05,11.202,11.608,11.098,11.549,1534548,0
2005-05-06,11.626,11.841,11.575,11.782,1220686,0
2005-05-09,11.756,11.833,11.645,11.833,666271,0
2005-05-10,11.774,11.808,11.33,11.479,752381,0
2005-05-11,11.418,11.566,10.76,11.367,707826,0
2005-05-12,11.14,11.271,10.804,10.959,760694,0
2005-05-13,11.02,11.135,10.768,10.88,466460,0
2005-05-16,10.795,10.975,10.76,10.888,496239,0
2005-05-17,10.838,10.916,10.655,10.742,800863,0
2005-05-18,10.786,11.228,10.786,11.012,838148,0
2005-05-19,11.108,11.14,10.814,10.959,476158,0
2005-05-20,10.933,10.969,10.57,10.969,1222305,0
2005-05-23,10.969,11.052,10.768,10.984,1428810,0
2005-05-24,10.95,10.969,10.716,10.751,742920,0
2005-05-25,10.672,10.786,10.448,10.707,832033,0
2005-05-26,10.847,10.847,10.492,10.526,744879,0
2005-05-27,10.498,11.037,10.432,10.984,3916013,0
2005-05-31,11.184,11.322,11.003,11.037,1057930,0
2005-06-01,10.984,11.271,10.854,11.271,593550,0
2005-06-02,11.263,11.297,11.089,11.228,1298604,0
2005-06-03,11.228,11.479,11.052,11.479,822679,0
2005-06-06,11.479,11.479,11.061,11.418,503512,0
2005-06-07,11.418,11.774,11.314,11.559,713019,0
2005-06-08,11.73,11.798,11.393,11.635,750998,0
2005-06-09,11.668,11.704,11.4,11.608,529599,0
2005-06-10,11.549,11.73,11.454,11.668,303934,0
2005-06-13,11.626,11.808,11.479,11.617,769584,0
2005-06-14,11.617,12.068,11.6,11.98,819222,0
2005-06-15,12.026,12.155,11.73,11.861,753537,0
2005-06-16,12.275,12.649,12.171,12.553,1871837,0
2005-06-17,12.579,12.64,12.171,12.252,1639475,0
2005-06-20,12.164,12.242,11.904,12.049,722487,0
2005-06-21,11.973,12.155,11.93,12.111,828341,0
2005-06-22,12.762,12.864,12.474,12.789,1907159,0
2005-06-23,12.908,13.072,12.829,12.908,2385624,0
2005-06-24,12.899,13.038,12.536,12.908,4915650,0
2005-06-27,12.789,12.882,12.458,12.656,1299411,0
2005-06-28,12.493,13.038,12.493,12.996,829260,0
2005-06-29,12.996,13.244,12.872,13.124,979088,0
2005-06-30,13.281,13.281,12.829,13.134,549801,0
2005-07-01,13.195,13.35,12.943,13.35,868161,0
2005-07-05,13.281,13.549,13.177,13.5,1555670,0
2005-07-06,13.507,13.566,13.453,13.522,628294,0
2005-07-07,13.418,13.698,13.261,13.601,590892,0
2005-07-08,13.634,13.791,13.507,13.748,780435,0
2005-07-11,13.714,13.904,13.661,13.904,437835,0
2005-07-12,13.8,13.922,13.418,13.898,648607,0
2005-07-13,13.625,13.878,13.558,13.808,531103,0
2005-07-14,13.844,13.922,13.714,13.898,497740,0
2005-07-15,13.844,13.898,13.522,13.844,921373,0
2005-07-18,13.861,14.138,13.756,14.138,939844,0
2005-07-19,14.111,14.346,13.869,14.346,930262,0
2005-07-20,14.303,14.432,14.258,14.32,527293,0
2005-07-21,14.32,14.346,14.101,14.182,487582,0
2005-07-22,14.111,14.293,14.077,14.293,499702,0
2005-07-25,14.208,14.208,13.844,14.157,1120952,0
2005-07-26,14.094,14.258,13.844,14.258,958078,0
2005-07-27,14.182,14.277,13.426,14.225,1284290,0
2005-07-28,14.303,14.614,14.191,14.364,978399,0
2005-07-29,14.364,14.692,14.303,14.685,747996,0
2005-08-01,14.685,14.769,14.477,14.59,786204,0
2005-08-02,14.519,14.675,14.355,14.607,615712,0
2005-08-03,14.572,14.581,14.374,14.44,490931,0
2005-08-04,14.303,14.581,14.258,14.572,542411,0
2005-08-05,14.483,14.675,14.477,14.597,619173,0
2005-08-08,14.746,14.936,14.493,14.891,2682052,0
2005-08-09,14.936,15.048,14.769,14.977,455147,0
2005-08-10,15.064,15.186,14.954,15.101,607285,0
2005-08-11,14.977,15.057,14.824,15.031,694203,0
2005-08-12,14.91,15.127,14.777,15.064,1403880,0
2005-08-15,15.021,15.177,14.857,15.137,428714,0
2005-08-16,15.109,15.109,14.554,14.832,657847,0
2005-08-17,14.796,14.824,14.546,14.639,405510,0
2005-08-18,14.597,14.597,14.182,14.364,604397,0
2005-08-19,14.364,14.607,14.346,14.607,332558,0
2005-08-22,14.607,14.769,14.554,14.607,379307,0
2005-08-23,14.581,14.63,14.198,14.198,323555,0
2005-08-24,14.036,14.346,13.844,14.277,648030,0
2005-08-25,14.293,14.293,13.739,13.878,925413,0
2005-08-26,13.878,14.062,13.549,13.956,449143,0
2005-08-29,13.826,14.009,13.549,13.888,363728,0
2005-08-30,13.888,13.922,13.549,13.644,333829,0
2005-08-31,13.618,13.625,13.289,13.625,648262,0
2005-09-01,13.844,13.878,13.549,13.844,729757,0
2005-09-02,13.844,13.844,13.48,13.566,237668,0
2005-09-06,13.566,13.948,13.566,13.722,702055,0
2005-09-07,13.714,13.766,13.661,13.756,277614,0
2005-09-08,13.756,13.965,13.739,13.844,587780,0
2005-09-09,13.818,13.869,13.756,13.826,456878,0
2005-09-12,13.8,13.826,13.507,13.566,730105,0
2005-09-13,13.566,13.576,13.471,13.5,1142079,0
2005-09-14,13.507,13.576,13.453,13.5,713599,0
2005-09-15,13.593,13.601,13.35,13.394,613748,0
2005-09-16,13.507,13.541,13.038,13.124,1009445,0
2005-09-19,13.115,13.261,13.081,13.169,756192,0
2005-09-20,13.244,13.418,13.055,13.142,1939016,0
2005-09-21,13.124,13.142,12.856,13.03,1001367,0
2005-09-22,12.996,13.03,12.771,12.829,728486,0
2005-09-23,12.797,13.368,12.752,13.237,953234,0
2005-09-26,13.331,13.462,13.219,13.281,375038,0
2005-09-27,13.299,13.377,13.106,13.212,830645,0
2005-09-28,13.212,13.34,13.072,13.081,390739,0
2005-09-29,13.507,13.731,13.324,13.377,1389220,0
2005-09-30,13.453,13.698,13.331,13.522,1846444,0
2005-10-03,12.908,12.968,12.656,12.89,3436512,0
2005-10-04,12.872,13.186,12.872,13.012,1164470,0
2005-10-05,12.996,12.996,12.466,12.527,880397,0
2005-10-06,12.561,12.579,12.242,12.406,620674,0
2005-10-07,12.38,12.527,12.319,12.371,310509,0
2005-10-10,12.309,12.406,11.912,11.963,1117608,0
2005-10-11,12.042,12.164,11.921,11.963,662001,0
2005-10-12,12.026,12.111,11.868,12.026,1137462,0
2005-10-13,12.058,12.111,11.73,11.841,4454040,0
2005-10-14,11.904,12.068,11.73,11.851,835722,0
2005-10-17,11.851,11.894,11.65,11.73,513322,0
2005-10-18,11.73,11.73,11.427,11.488,898170,0
2005-10-19,11.437,11.437,11.135,11.34,1815393,0
2005-10-20,11.393,11.6,11.166,11.33,2205436,0
2005-10-21,11.393,11.495,11.202,11.228,1040847,0
2005-10-24,11.305,11.384,11.28,11.34,765426,0
2005-10-25,11.34,11.418,11.202,11.322,1754561,0
2005-10-26,11.322,11.566,11.28,11.297,420868,0
2005-10-27,11.14,11.14,10.638,10.795,1114954,0
2005-10-28,10.804,10.854,10.698,10.847,1010025,0
2005-10-31,10.847,11.255,10.847,11.14,1443699,0
2005-11-01,11.686,11.686,11.228,11.418,2186620,0
2005-11-02,11.427,11.503,11.289,11.376,1050426,0
2005-11-03,11.393,11.6,11.079,11.314,1266630,0
2005-11-04,11.393,11.427,11.236,11.289,973783,0
2005-11-07,11.348,11.479,11.289,11.393,874620,0
2005-11-08,11.348,11.409,11.14,11.393,903829,0
2005-11-09,11.393,11.488,11.246,11.47,821524,0
2005-11-10,11.409,11.495,11.314,11.409,473037,0
2005-11-11,11.437,11.488,11.33,11.348,370189,0
2005-11-14,11.393,11.454,11.192,11.246,633027,0
2005-11-15,11.322,11.348,10.959,10.969,540219,0
2005-11-16,10.994,11.108,10.76,10.768,653573,0
2005-11-17,10.768,10.933,10.734,10.888,1099829,0
2005-11-18,10.888,11.236,10.551,11.098,1859833,0
2005-11-21,11.098,11.135,10.814,10.969,1757560,0
2005-11-22,10.933,10.95,10.814,10.888,1264205,0
2005-11-23,10.854,10.969,10.76,10.969,1917895,0
2005-11-25,10.969,11.14,10.888,11.125,485620,0
2005-11-28,11.166,11.427,11.166,11.314,1454206,0
2005-11-29,11.34,11.6,11.34,11.479,911216,0
2005-11-30,11.53,11.677,11.202,11.427,612365,0
2005-12-01,11.393,11.53,11.322,11.437,624483,0
2005-12-02,11.393,11.521,11.33,11.4,459071,0
2005-12-05,11.393,11.539,11.14,11.495,768426,0
2005-12-06,11.479,11.53,11.263,11.462,587548,0
2005-12-07,11.479,11.963,11.384,11.566,1383678,0
2005-12-08,11.645,11.954,11.626,11.904,790129,0
2005-12-09,11.921,11.93,11.695,11.921,512979,0
2005-12-12,11.937,12.093,11.904,12.093,999175,0
2005-12-13,12.155,12.225,12.042,12.139,797862,0
2005-12-14,12.196,12.26,12.085,12.242,886052,0
2005-12-15,12.242,12.268,11.904,12.076,1087826,0
2005-12-16,12.076,12.076,11.833,11.912,584775,0
2005-12-19,11.904,12.068,11.877,11.963,872315,0
2005-12-20,11.93,11.973,11.885,11.954,408624,0
2005-12-21,11.963,12.225,11.894,12.155,609940,0
2005-12-22,12.225,12.536,12.196,12.527,848768,0
2005-12-23,12.484,12.613,12.282,12.518,343870,0
2005-12-27,12.553,12.649,12.458,12.474,510437,0
2005-12-28,12.474,12.474,12.058,12.347,994559,0
2005-12-29,12.354,12.414,12.042,12.354,1248162,0
2005-12-30,12.319,12.466,12.215,12.347,739108,0
2006-01-03,12.354,12.656,12.354,12.656,696743,0
2006-01-04,12.666,12.872,12.666,12.829,853733,0
2006-01-05,12.829,13.16,12.752,13.072,1365206,0
2006-01-06,13.124,13.281,13.055,13.237,3249972,0
2006-01-09,13.229,13.317,13.169,13.289,503397,0
2006-01-10,13.244,13.507,13.212,13.418,669502,0
2006-01-11,13.444,13.584,13.237,13.244,654263,0
2006-01-12,13.244,13.261,12.856,13.124,600706,0
2006-01-13,13.099,13.099,12.676,12.762,850037,0
2006-01-17,11.817,12.698,11.766,12.631,1596187,0
2006-01-18,12.406,12.448,12.233,12.282,1552897,0
2006-01-19,12.275,12.319,12.016,12.058,1091405,0
2006-01-20,12.129,12.309,12.093,12.242,1194254,0
2006-01-23,12.206,12.225,12.068,12.12,547721,0
2006-01-24,12.102,12.371,12,12.354,1243542,0
2006-01-25,12.38,12.588,12.371,12.561,2147027,0
2006-01-26,12.631,13.09,12.631,12.951,969969,0
2006-01-27,12.959,13.081,12.872,12.977,721910,0
2006-01-30,12.986,13.237,12.789,13.204,847843,0
2006-01-31,13.169,13.331,12.959,13.047,631296,0
2006-02-01,13.081,13.507,13.072,13.359,788396,0
2006-02-02,13.418,13.434,12.959,13.038,673543,0
2006-02-03,13.038,13.853,12.951,13.775,1536741,0
2006-02-06,13.688,13.922,13.549,13.922,1031033,0
2006-02-07,13.898,14.468,13.869,14.303,2826684,0
2006-02-08,14.432,14.432,13.999,14.364,1545165,0
2006-02-09,14.277,14.312,14.062,14.191,2217206,0
2006-02-10,14.303,14.389,14.198,14.346,2272154,0
2006-02-13,14.277,14.277,13.844,14.044,1450511,0
2006-02-14,13.991,14.138,13.818,14.094,2051563,0
2006-02-15,14.129,14.303,14.062,14.182,2593051,0
2006-02-16,14.138,14.138,13.35,13.688,1283715,0
2006-02-17,13.731,13.878,13.661,13.739,555688,0
2006-02-21,13.671,13.671,13.434,13.471,380693,0
2006-02-22,13.418,13.698,13.418,13.549,350450,0
2006-02-23,13.462,13.688,13.418,13.566,1026647,0
2006-02-24,13.566,13.566,13.237,13.377,629101,0
2006-02-27,13.549,13.618,13.411,13.532,730912,0
2006-02-28,13.549,13.644,13.331,13.418,576694,0
2006-03-01,13.426,13.625,13.261,13.541,593090,0
2006-03-02,13.522,13.644,13.377,13.507,541028,0
2006-03-03,13.507,13.661,13.368,13.593,766348,0
2006-03-06,13.584,13.618,13.35,13.434,1180862,0
2006-03-07,13.394,13.404,12.951,13.064,1138614,0
2006-03-08,12.536,12.716,12.12,12.708,2871244,0
2006-03-09,12.744,12.951,12.605,12.716,1658170,0
2006-03-10,12.676,12.899,12.588,12.752,631409,0
2006-03-13,12.744,13.055,12.744,12.996,802249,0
2006-03-14,13.02,13.106,12.899,13.064,766001,0
2006-03-15,13.03,13.072,12.691,12.813,1343625,0
2006-03-16,12.856,12.968,12.734,12.872,5511278,0
2006-03-17,12.908,12.943,12.724,12.864,1017184,0
2006-03-20,12.872,13.012,12.797,12.89,665925,0
2006-03-21,12.829,12.846,12.656,12.752,580968,0
2006-03-22,12.744,12.813,12.656,12.698,885130,0
2006-03-23,12.676,12.683,12.354,12.371,1510191,0
2006-03-24,12.319,12.362,11.98,12.068,1600574,0
2006-03-27,12.085,12.291,12.026,12.12,1245967,0
2006-03-28,12.12,12.146,11.817,11.93,869084,0
2006-03-29,11.904,11.93,11.626,11.808,1456630,0
2006-03-30,11.817,12.178,11.817,12.068,2870207,0
2006-03-31,12.085,12.187,12.016,12.111,1264665,0
2006-04-03,12.178,12.291,12.058,12.068,760233,0
2006-04-04,12.076,12.093,11.904,12.035,781700,0
2006-04-05,12.068,12.553,11.954,12.406,2262344,0
2006-04-06,12.406,12.466,12.171,12.206,1322496,0
2006-04-07,12.215,12.362,11.817,12.035,1189060,0
2006-04-10,11.98,12.068,11.825,11.93,805483,0
2006-04-11,11.817,12.309,11.236,12.252,4661353,0
2006-04-12,12.206,12.242,11.894,12.049,2839502,0
2006-04-13,12.042,12.042,11.833,11.954,1394412,0
2006-04-17,11.954,12.006,11.861,11.99,2076034,0
2006-04-18,11.98,12.215,11.93,12.206,1475904,0
2006-04-19,12.233,12.579,12.155,12.57,2265923,0
2006-04-20,12.57,12.936,12.57,12.716,2104892,0
2006-04-21,12.716,12.752,12.622,12.724,979088,0
2006-04-24,12.724,12.724,12.319,12.388,1829707,0
2006-04-25,12.414,12.423,12.139,12.242,2962894,0
2006-04-26,12.242,12.38,12.042,12.076,1010946,0
2006-04-27,12.026,12.708,11.904,12.579,2085615,0
2006-04-28,12.579,12.927,12.579,12.656,1583141,0
2006-05-01,12.622,12.656,12.484,12.527,1573100,0
2006-05-02,12.656,13.661,12.656,13.61,2448187,0
2006-05-03,14.138,14.346,13.739,14.175,2616139,0
2006-05-04,14.346,14.477,14.217,14.346,2813643,0
2006-05-05,14.338,14.423,14.232,14.338,1409301,0
2006-05-08,14.338,14.44,14.258,14.338,683123,0
2006-05-09,14.293,14.406,14.147,14.374,958543,0
2006-05-10,14.346,14.581,14.312,14.44,1535700,0
2006-05-11,14.519,14.519,14.044,14.069,746960,0
2006-05-12,14.069,14.069,13.775,13.898,928184,0
2006-05-15,13.898,13.982,13.731,13.836,667194,0
2006-05-16,13.836,13.922,13.756,13.888,399162,0
2006-05-17,13.898,13.904,13.5,13.507,909485,0
2006-05-18,13.507,13.929,13.507,13.844,793705,0
2006-05-19,13.878,14.217,13.661,13.956,730452,0
2006-05-22,13.965,14.493,13.377,13.739,1409532,0
2006-05-23,13.826,14.175,13.671,13.671,1398569,0
2006-05-24,13.652,13.748,12.882,13.35,892517,0
2006-05-25,13.426,13.507,13.299,13.377,527984,0
2006-05-26,13.434,13.444,13.047,13.35,726989,0
2006-05-30,13.507,13.549,12.829,12.951,800287,0
2006-05-31,12.968,13.237,12.936,13.134,704249,0
2006-06-01,13.177,13.625,13.16,13.507,1986000,0
2006-06-02,13.507,13.625,13.453,13.584,1098675,0
2006-06-05,13.584,13.844,13.549,13.593,1297913,0
2006-06-06,13.507,13.507,12.936,13.124,513555,0
2006-06-07,13.106,13.186,12.789,12.829,755386,0
2006-06-08,12.762,12.846,12.291,12.596,810329,0
2006-06-09,12.588,12.588,11.963,12.328,1770721,0
2006-06-12,12.309,12.328,11.904,11.921,634410,0
2006-06-13,11.861,12.155,11.704,11.782,1031267,0
2006-06-14,11.808,12.215,11.79,12.155,879011,0
2006-06-15,12.242,12.744,12.242,12.579,1367978,0
2006-06-16,12.596,12.908,12.596,12.856,966738,0
2006-06-19,12.856,12.882,12.536,12.622,847961,0
2006-06-20,12.622,12.724,12.545,12.656,499358,0
2006-06-21,12.724,12.821,12.656,12.698,489891,0
2006-06-22,12.724,13.02,12.588,12.996,418905,0
2006-06-23,12.951,13.047,12.813,13.047,270339,0
2006-06-26,13.047,13.047,12.631,12.698,480541,0
2006-06-27,12.656,12.708,12.448,12.622,657847,0
2006-06-28,12.622,12.813,12.536,12.771,271610,0
2006-06-29,12.779,13.03,12.676,13.012,440598,0
2006-06-30,12.829,13.219,12.829,13.212,328752,0
2006-07-03,13.212,13.281,12.996,12.996,395008,0
2006-07-05,12.872,13.134,12.579,13.09,788742,0
2006-07-06,13.064,13.064,12.527,12.622,738303,0
2006-07-07,12.545,12.698,12.006,12.102,1787110,0
2006-07-10,12.102,12.362,11.98,12.319,1014643,0
2006-07-11,12.319,12.779,12.225,12.752,1164009,0
2006-07-12,12.698,12.927,12.698,12.882,1057700,0
2006-07-13,12.872,12.872,12.414,12.545,1135036,0
2006-07-14,12.536,12.588,12.171,12.38,676775,0
2006-07-17,12.319,12.414,12.178,12.196,358067,0
2006-07-18,12.187,12.268,11.921,12.196,548645,0
2006-07-19,12.171,12.649,12.042,12.596,607515,0
2006-07-20,12.64,12.64,12.129,12.178,727449,0
2006-07-21,12.129,12.139,11.841,11.93,677122,0
2006-07-24,12.006,12.431,11.99,12.398,823603,0
2006-07-25,12.398,12.518,12.215,12.388,591933,0
2006-07-26,12.319,12.829,12.309,12.734,748917,0
2006-07-27,12.698,12.89,12.509,12.698,1291447,0
2006-07-28,12.744,13.004,12.734,13.004,1272054,0
2006-07-31,13.064,13.237,12.804,13.237,995019,0
2006-08-01,12.872,13.064,12.829,12.908,2375464,0
2006-08-02,12.917,13.012,12.821,12.829,1376750,0
2006-08-03,12.829,12.846,12.622,12.716,1146810,0
2006-08-04,12.846,13.099,12.846,13.038,582006,0
2006-08-07,13.064,13.064,12.856,13.03,514710,0
2006-08-08,13.047,13.099,12.908,12.943,392930,0
2006-08-09,12.996,13.151,12.829,12.846,739339,0
2006-08-10,12.856,13.047,12.856,13.047,684279,0
2006-08-11,13.047,13.047,12.908,12.959,432638,0
2006-08-14,13.02,13.124,12.89,12.917,389002,0
2006-08-15,12.996,13.331,12.977,13.281,769235,0
2006-08-16,13.289,13.756,13.289,13.756,823833,0
2006-08-17,13.756,13.775,13.601,13.625,635450,0
2006-08-18,13.625,13.888,13.566,13.844,544024,0
2006-08-21,13.844,13.844,13.644,13.739,546684,0
2006-08-22,13.756,13.956,13.731,13.913,623909,0
2006-08-23,13.888,14.062,13.775,13.782,414399,0
2006-08-24,13.791,13.878,13.688,13.826,362457,0
2006-08-25,13.756,13.836,13.634,13.8,358530,0
2006-08-28,13.708,13.739,13.5,13.601,694896,0
2006-08-29,13.775,13.775,13.317,13.532,696864,0
2006-08-30,13.532,13.739,13.426,13.644,565382,0
2006-08-31,13.671,13.836,13.541,13.708,914102,0
2006-09-01,13.698,13.929,13.618,13.818,562499,0
2006-09-05,13.844,14.129,13.766,13.965,803172,0
2006-09-06,13.922,13.922,13.5,13.708,807790,0
2006-09-07,13.625,13.625,13.507,13.566,460570,0
2006-09-08,13.566,13.652,13.453,13.532,335791,0
2006-09-11,13.418,13.418,13.204,13.368,495204,0
2006-09-12,13.331,13.444,13.177,13.261,980707,0
2006-09-13,13.309,13.507,13.261,13.331,638220,0
2006-09-14,13.169,13.625,13.16,13.593,685894,0
2006-09-15,13.593,13.61,13.271,13.317,481349,0
2006-09-18,13.317,13.471,13.219,13.404,619634,0
2006-09-19,13.48,14.121,13.48,13.982,1848520,0
2006-09-20,13.922,14.293,13.8,14.062,1478215,0
2006-09-21,14.053,14.175,13.913,14.036,665232,0
2006-09-22,13.844,14.017,13.644,14.017,1397873,0
2006-09-25,14.017,14.017,13.532,13.593,1480062,0
2006-09-26,13.671,14.249,13.652,14.191,1105716,0
2006-09-27,14.198,14.459,14.094,14.32,1538469,0
2006-09-28,14.303,14.374,14.225,14.32,960968,0
2006-09-29,14.287,14.423,14.249,14.258,534216,0
2006-10-02,14.217,14.287,13.972,14.182,660040,0
2006-10-03,14.053,14.069,13.671,13.898,1362323,0
2006-10-04,13.766,14.374,13.671,14.287,1101216,0
2006-10-05,14.346,14.423,13.898,14.338,1189408,0
2006-10-06,14.258,14.303,14.009,14.111,544373,0
2006-10-09,14.009,14.303,13.948,14.225,949195,0
2006-10-10,14.225,14.277,14.077,14.249,1261549,0
2006-10-11,14.217,14.249,13.982,14.094,725140,0
2006-10-12,14.258,14.927,14.157,14.719,4780361,0
2006-10-13,14.597,14.962,14.537,14.777,1779263,0
2006-10-16,14.814,14.945,14.777,14.927,1227269,0
2006-10-17,14.927,14.927,14.528,14.658,769928,0
2006-10-18,14.639,14.648,14.432,14.554,1397993,0
2006-10-19,14.546,14.667,14.389,14.459,987170,0
2006-10-20,14.432,14.502,14.157,14.389,1464941,0
2006-10-23,14.329,14.597,14.287,14.546,1799000,0
2006-10-24,14.477,14.675,14.364,14.581,459418,0
2006-10-25,14.769,15.212,14.769,15.153,3621893,0
2006-10-26,14.729,14.977,14.658,14.874,1892499,0
2006-10-27,14.857,15.021,14.597,14.874,907752,0
2006-10-30,14.874,15.5,14.711,15.481,2160530,0
2006-10-31,15.481,16.209,15.481,15.802,5043898,0
2006-11-01,16.052,16.243,15.828,15.888,3219037,0
2006-11-02,15.845,16.226,15.819,16.183,3285065,0
2006-11-03,16.233,16.253,15.888,16,2076845,0
2006-11-06,16.087,16.71,16.087,16.668,3338394,0
2006-11-07,16.668,17.014,16.591,16.841,2302741,0
2006-11-08,16.798,17.312,16.72,17.153,4155648,0
2006-11-09,17.284,17.533,17.171,17.312,4135448,0
2006-11-10,17.312,17.414,16.937,17.303,3171939,0
2006-11-13,17.414,17.821,17.258,17.7,2596516,0
2006-11-14,17.872,17.975,17.742,17.965,2121051,0
2006-11-15,17.965,18.081,17.725,17.812,1971801,0
2006-11-16,17.898,17.975,17.776,17.812,872085,0
2006-11-17,17.812,17.847,17.524,17.672,1084020,0
2006-11-20,17.742,18.194,17.725,18.105,1592376,0
2006-11-21,17.595,18.061,17.492,18.003,1960257,0
2006-11-22,17.941,18.235,17.941,18.105,1205106,0
2006-11-24,17.915,18.14,17.915,18.081,342485,0
2006-11-27,18.081,18.089,17.499,17.551,1151890,0
2006-11-28,17.551,17.613,17.248,17.414,1458592,0
2006-11-29,17.533,17.707,17.484,17.56,1016373,0
2006-11-30,17.56,18.003,17.439,17.975,1836632,0
2006-12-01,18.081,18.081,17.776,17.925,1635085,0
2006-12-04,17.934,18.28,17.934,18.251,1116106,0
2006-12-05,18.297,18.963,18.297,18.816,3367137,0
2006-12-06,18.78,18.938,18.764,18.853,1424887,0
2006-12-07,18.816,18.991,18.504,18.531,1798308,0
2006-12-08,18.608,18.946,18.531,18.799,998711,0
2006-12-11,19.415,19.866,19.061,19.103,2728337,0
2006-12-12,19.117,19.372,18.946,19.153,1326654,0
2006-12-13,19.198,19.31,18.982,19.013,1139189,0
2006-12-14,19.079,19.326,19.069,19.136,1247699,0
2006-12-15,19.31,19.354,18.297,18.565,4294742,0
2006-12-18,18.522,18.522,18.012,18.061,1788035,0
2006-12-19,17.889,18.289,17.776,18.081,2290047,0
2006-12-20,18.081,18.774,18.081,18.469,2267652,0
2006-12-21,18.469,18.487,18.114,18.219,796361,0
2006-12-22,18.219,18.315,18.012,18.297,794747,0
2006-12-26,18.315,18.34,18.167,18.27,1198179,0
2006-12-27,18.27,18.401,18.167,18.324,1245273,0
2006-12-28,18.251,18.608,18.227,18.504,1178441,0
2006-12-29,18.445,18.445,17.934,18.03,864697,0
2007-01-03,18.235,18.522,18.071,18.27,2182346,0
2007-01-04,18.261,18.261,17.484,17.648,1543203,0
2007-01-05,17.507,17.63,17.153,17.195,1062082,0
2007-01-08,17.143,17.205,16.625,17.083,1751903,0
2007-01-09,17.093,17.111,16.832,16.91,1590300,0
2007-01-10,16.902,16.937,16.46,16.675,2692902,0
2007-01-11,16.675,17.551,16.45,17.533,3333314,0
2007-01-12,17.551,18.816,17.499,18.652,3541788,0
2007-01-16,18.652,19.052,18.582,18.661,3421389,0
2007-01-17,18.55,18.608,18.132,18.176,1551052,0
2007-01-18,18.185,18.853,18.132,18.513,1982653,0
2007-01-19,18.513,18.738,18.306,18.315,1875183,0
2007-01-22,17.725,18.038,17.551,17.864,3248933,0
2007-01-23,17.975,18.383,17.941,18.227,3597538,0
2007-01-24,18.105,18.461,17.475,18.012,3311729,0
2007-01-25,17.95,17.984,16.963,17.258,4788329,0
2007-01-26,17.238,17.351,16.625,16.832,3518929,0
2007-01-29,18.051,18.55,17.005,17.56,5285720,0
2007-01-30,17.551,17.578,16.859,17.214,5215539,0
2007-01-31,17.214,17.214,16.746,16.815,2449571,0
2007-02-01,16.885,17.484,16.841,17.475,6540693,0
2007-02-02,17.492,17.69,17.429,17.595,3663564,0
2007-02-05,17.672,17.672,16.955,16.996,2296279,0
2007-02-06,16.996,17.499,16.798,17.484,2361383,0
2007-02-07,17.533,17.725,17.267,17.466,2027209,0
2007-02-08,17.276,17.595,17.195,17.351,2248377,0
2007-02-09,17.343,18.012,17.343,17.915,3785115,0
2007-02-12,18.089,18.938,18.089,18.869,6743465,0
2007-02-13,19.042,20.245,18.991,19.953,5017704,0
2007-02-14,20.231,20.427,19.994,20.039,3361144,0
2007-02-15,19.784,20.575,19.784,20.471,2886017,0
2007-02-16,20.505,22.006,20.08,21.295,3557137,0
2007-02-20,21.718,22.091,21.416,21.917,3492842,0
2007-02-21,21.815,22.715,21.727,22.706,2660696,0
2007-02-22,22.681,22.983,21.538,22.144,3741020,0
2007-02-23,22.265,22.619,22.091,22.343,2682629,0
2007-02-26,22.689,22.838,22.108,22.282,1899178,0
2007-02-27,21.658,21.658,20.48,21.182,3562329,0
2007-02-28,21.225,21.51,20.548,21.467,3359519,0
2007-03-01,21.312,21.475,20.498,21.249,1680678,0
2007-03-02,21.249,21.353,20.739,20.81,2099120,0
2007-03-05,20.548,20.905,20.272,20.489,2686898,0
2007-03-06,20.974,21.708,20.637,21.503,2383315,0
2007-03-07,21.605,22.127,21.538,21.899,2112167,0
2007-03-08,22.367,22.741,22.046,22.516,2177613,0
2007-03-09,22.869,23.077,22.384,22.524,2121398,0
2007-03-12,22.524,23.053,22.49,22.932,1981382,0
2007-03-13,22.662,24.343,22.429,22.524,5430819,0
2007-03-14,22.602,23.061,21.866,22.757,4378199,0
2007-03-15,22.794,23.174,22.367,22.56,2144254,0
2007-03-16,22.566,22.802,22.178,22.384,1944307,0
2007-03-19,22.741,22.958,22.533,22.794,2231637,0
2007-03-20,22.75,22.869,22.602,22.715,2362192,0
2007-03-21,22.715,23.747,22.715,23.632,2313706,0
2007-03-22,23.632,23.718,23.028,23.2,1418804,0
2007-03-23,22.958,23.479,22.776,23.339,1208450,0
2007-03-26,23.294,23.399,22.533,23.21,2266268,0
2007-03-27,23.21,23.294,22.448,22.689,1482601,0
2007-03-28,22.576,22.662,21.971,22.343,1871837,0
